33,Jogging,49105962326000,-0.6946377,12.680544,0.50395286
33,Jogging,49106062271000,5.012288,11.264028,0.95342433
33,Jogging,49106112167000,4.903325,10.882658,-0.08172209
33,Jogging,49106222305000,-0.61291564,18.496431,3.0237172
33,Jogging,49106332290000,-1.1849703,12.108489,7.205164
33,Jogging,49106442306000,1.3756552,-2.4925237,-6.510526
33,Jogging,49106542312000,-0.61291564,10.56939,5.706926
33,Jogging,49106652389000,-0.50395286,13.947236,7.0553403
33,Jogging,49106762313000,-8.430995,11.413852,5.134871
33,Jogging,49106872299000,0.95342433,1.3756552,1.6480621
33,Jogging,49106982315000,-8.19945,19.57244,2.7240696
33,Jogging,49107092330000,1.4165162,5.7886477,2.982856
33,Jogging,49107202316000,-1.879608,-2.982856,-0.29964766
33,Jogging,49107312332000,-6.1291566,6.851035,-8.158588
33,Jogging,49107422348000,5.829509,18.0061,8.539958
33,Jogging,49107522293000,6.2789803,2.982856,2.9147544
33,Jogging,49107632339000,-1.56634,8.308413,-1.4573772
33,Jogging,49107742355000,3.5276701,13.593107,9.425281
33,Jogging,49107852340000,-2.0294318,-5.706926,-10.18802
33,Jogging,49107962326000,2.7649305,10.337844,-9.724928
33,Jogging,49108062271000,3.568531,13.6748295,1.5390993
33,Jogging,49108172348000,-0.50395286,3.8681788,3.718355
33,Jogging,49108272262000,-2.3018389,1.6889231,0.08172209
33,Jogging,49108382370000,-3.568531,19.57244,6.510526
33,Jogging,49108492294000,-0.8036005,-3.2961242,-4.630918
33,Jogging,49108602371000,0.50395286,10.841797,13.525005
33,Jogging,49108702285000,5.706926,15.595298,6.1700177
33,Jogging,49108812332000,-8.662541,7.273266,4.0180025
33,Jogging,49108922378000,-1.334794,1.2258313,2.3699405
33,Jogging,49109022293000,-4.5900574,19.57244,4.7126403
33,Jogging,49109132308000,3.8681788,3.759216,0.84446156
33,Jogging,49109242355000,-1.7978859,1.5390993,8.730643
33,Jogging,49109352310000,7.668256,11.264028,-1.3075534
33,Jogging,49109462295000,-2.3699405,14.2877445,8.281172
33,Jogging,49109562271000,2.7240696,1.4573772,0.88532263
