33,Downstairs,49646322311000,-0.040861044,4.9850473,6.510526
33,Downstairs,49646422317000,-0.46309182,4.372132,7.43671
33,Downstairs,49646522323000,-0.29964766,4.6036777,6.510526
33,Downstairs,49646572281000,-0.27240697,4.4810944,6.3607025
33,Downstairs,49646672317000,-1.525479,5.175732,7.164303
33,Downstairs,49646782303000,1.2666923,6.782933,8.853226
33,Downstairs,49646882461000,-1.1168685,1.4573772,7.082581
33,Downstairs,49646982315000,-0.38136974,0.7627395,7.5456724
33,Downstairs,49647082260000,-0.6537767,2.3699405,7.273266
33,Downstairs,49647192306000,0.27240697,1.6480621,8.117727
33,Downstairs,49647302292000,0.313268,0.8036005,8.662541
33,Downstairs,49647412338000,-0.3405087,0.10896278,8.812365
33,Downstairs,49647522323000,-0.19068487,-0.29964766,8.499097
33,Downstairs,49647632309000,-0.50395286,0.88532263,7.504812
33,Downstairs,49647742264000,0.10896278,2.5606253,7.7363577
33,Downstairs,49647842300000,1.1441092,2.9147544,7.504812
33,Downstairs,49647952347000,-0.040861044,4.9850473,7.014479
33,Downstairs,49648052261000,0.7627395,0.95342433,7.246025
33,Downstairs,49648152237000,-1.2258313,4.0180025,7.1234417
33,Downstairs,49648262314000,-0.6537767,2.070293,7.6954966
33,Downstairs,49648362289000,-0.7627395,1.3075534,7.273266
33,Downstairs,49648472305000,-0.84446156,3.1463003,7.3958488
33,Downstairs,49648522598000,-0.7218784,2.2609777,7.164303
33,Downstairs,49648622543000,-1.1441092,6.1291566,6.66035
33,Downstairs,49648722671000,1.0760075,4.2904096,7.014479
33,Downstairs,49648822281000,-0.29964766,5.175732,6.1700177
33,Downstairs,49648872360000,-1.0760075,7.1234417,6.3607025
33,Downstairs,49648982345000,0.95342433,6.0474343,6.238119
33,Downstairs,49649082260000,0.040861044,5.6252036,6.2108784
33,Downstairs,49649192306000,0.040861044,5.47538,7.205164
33,Downstairs,49649302292000,0.040861044,3.486809,6.3607025
33,Downstairs,49649412308000,-0.53119355,7.246025,6.2108784
33,Downstairs,49649522262000,-0.14982383,4.671779,6.891896
33,Downstairs,49649632309000,-0.88532263,5.5162406,6.3198414
33,Downstairs,49649742294000,-0.42223078,6.0882955,6.2789803
33,Downstairs,49649802322000,-0.08172209,5.706926,7.082581
33,Downstairs,49649912338000,-1.920469,6.851035,4.2495484
33,Downstairs,49650012253000,0.6537767,5.5571017,4.1814466
33,Downstairs,49650122299000,3.636633,5.7477865,3.5276701
33,Downstairs,49650232345000,4.2904096,4.6036777,4.630918
33,Downstairs,49650342300000,11.264028,6.510526,1.1168685
33,Downstairs,49650452316000,4.2904096,7.164303,-0.9942854
33,Downstairs,49650562332000,10.882658,7.4639506,-8.853226
33,Downstairs,49650662277000,5.47538,7.246025,-6.2108784
33,Downstairs,49650772293000,9.193735,6.4424243,-6.0201936
33,Downstairs,49650872299000,6.4015636,6.3607025,-5.6660647
33,Downstairs,49650982376000,6.701211,6.6331096,-4.7126403
33,Downstairs,49651082260000,9.997335,4.2904096,-6.973618
33,Downstairs,49651182297000,7.3549876,7.164303,-2.8738933
33,Downstairs,49651292312000,7.1234417,6.510526,-1.879608
33,Downstairs,49651392288000,7.9270425,7.4639506,-2.9147544
33,Downstairs,49651492264000,7.8589406,7.164303,-2.6014864
33,Downstairs,49651552322000,6.1291566,6.1291566,-2.6014864
33,Downstairs,49651652389000,1.9885708,6.2108784,-1.7978859
33,Downstairs,49651762375000,8.19945,9.724928,-2.4108016
33,Downstairs,49651822281000,2.8738933,9.507003,-0.9942854
33,Downstairs,49651932327000,2.1111538,9.956474,-1.6480621
33,Downstairs,49652042312000,2.9556155,10.528529,-0.3405087
33,Downstairs,49652152298000,1.7570249,10.269742,-0.08172209
33,Downstairs,49652262314000,1.6889231,9.997335,0.23154591
33,Downstairs,49652362259000,0.7627395,8.158588,0.46309182
33,Downstairs,49652472305000,-0.6946377,12.721405,0.7627395
33,Downstairs,49652572281000,0.040861044,12.067628,1.334794
33,Downstairs,49652672287000,-2.2609777,9.915613,1.6889231
33,Downstairs,49652782272000,-0.9125633,9.234595,1.6480621
33,Downstairs,49652882248000,-0.46309182,10.841797,1.9885708
33,Downstairs,49652982315000,0.7218784,9.00305,2.6423476
33,Downstairs,49653082321000,0.14982383,7.8589406,3.0237172
33,Downstairs,49653182297000,-0.10896278,7.5456724,3.486809
33,Downstairs,49653232162000,0.08172209,7.246025,3.0645783
33,Downstairs,49653332290000,-0.040861044,8.771504,1.6480621
33,Downstairs,49653442306000,-0.9125633,7.1234417,0.7627395
33,Downstairs,49653552292000,-0.53119355,8.430995,1.56634
33,Downstairs,49653652267000,-2.7240696,12.789507,2.3426998
33,Downstairs,49653762314000,-0.08172209,12.680544,-0.19068487
33,Downstairs,49653862259000,1.1849703,9.765789,0.3405087
33,Downstairs,49653972305000,-0.0,10.079058,0.9942854
33,Downstairs,49654072250000,1.0760075,8.349273,1.2666923
33,Downstairs,49654172287000,1.0351465,6.3198414,-0.14982383
33,Downstairs,49654282303000,-2.070293,5.7886477,2.3018389
33,Downstairs,49654382278000,-0.0,14.750836,5.47538
33,Downstairs,49654492294000,-3.3642259,7.9270425,3.5276701
33,Downstairs,49654592331000,-0.46309182,3.718355,1.3756552
33,Downstairs,49654702316000,-0.19068487,6.510526,2.2201166
33,Downstairs,49654812301000,-1.4165162,9.915613,3.405087
33,Downstairs,49654922317000,-2.4516625,16.317177,3.5957718
33,Downstairs,49655032303000,1.7297841,17.393185,1.4165162
33,Downstairs,49655142319000,0.8036005,10.310603,-0.42223078
33,Downstairs,49655242294000,0.6537767,8.689782,0.6946377
33,Downstairs,49655352310000,-1.3756552,6.3607025,2.0294318
